id,RecipeIngredient,by_sort,by_situation
6955510,"[41, 56, 39, 6, 5, 33]",메인반찬,일상
6989241,"[63, 442, 648]",빵,간식
6924641,"[117, 22, 133, 61, 7, 135, 3, 5, 86, 6, 5, 86, 6, 10, 3]",메인반찬,간식
6933733,"[63, 8, 3, 67, 37]",빵,간식
6970100,"[30, 317, 66, 2, 15]",밑반찬,일상
7017550,"[170, 190, 18, 170, 44, 26]",디저트,간식
7016477,"[47, 9, 4, 29, 15, 1, 17, 5, 31, 19, 2, 7, 11, 12]",밑반찬,일상
6918372,"[28, 74, 4, 14, 2, 3, 1, 7, 12]",밑반찬,초스피드
6911699,"[85, 4, 9, 46, 14, 13, 25, 7, 12, 16, 10, 1, 5, 3, 86, 19, 38]",메인반찬,일상
6872647,"[323, 33, 24, 1, 34, 2]",밑반찬,일상
6889413,"[312, 4, 28, 51, 13, 16, 5, 48, 7, 1, 10, 13]",메인반찬,일상
6951918,"[149, 117, 8, 133, 209, 110, 84, 75, 2, 7]",밥/죽/떡,도시락
6969157,"[88, 15, 89, 57, 103, 138]",기타,간식
6896921,"[22, 8, 5, 49, 274, 34, 7]",밥/죽/떡,일상
6963896,"[22, 8, 14, 9, 64, 1, 2, 161]",밥/죽/떡,일상
6935717,"[85, 30, 4, 41, 1, 24, 20, 10, 33, 70, 25]",국/탕,일상
6994224,"[169, 214, 65, 47, 41, 629, 2, 8, 24, 17, 6, 97]",밥/죽/떡,명절
6896738,"[65, 4, 14, 47, 5, 43, 9, 1, 19, 3, 11, 7]",메인반찬,일상
6957625,"[8, 15, 2, 132, 22, 11, 98]",기타,일상
6891655,"[39, 58, 82, 28, 51, 13, 1, 24, 2]",면/만두,일상
7025774,"[51, 33, 10, 7, 12, 9, 5, 2]",밑반찬,일상
6991599,"[100, 86, 11, 1, 39, 8, 335, 15]",메인반찬,다이어트
6871142,"[62, 1, 9, 13, 25, 24, 2, 69]",국/탕,초스피드
6982451,"[625, 39, 112]",메인반찬,일상
6832063,"[60, 77, 2, 3, 21, 8, 26]",빵,간식
6907034,"[123, 89, 26, 6, 11, 26, 5, 3, 10, 11, 48, 15, 7, 4, 1, 414]",퓨전,일상
6919283,"[308, 2, 3, 2, 3, 12, 23, 29, 33]",메인반찬,일상
7004137,"[252, 8, 2, 111, 4, 49, 11, 15, 37, 83]",빵,간식
6955360,"[8, 92, 21, 11, 2, 15]",밑반찬,일상
6952450,"[136, 25, 8, 66, 2, 361]",메인반찬,명절
6843122,"[111, 22, 117]",밥/죽/떡,도시락
6956530,"[61, 30, 1, 9, 70, 25, 6, 181, 69, 45, 24, 5, 20, 2]",국/탕,일상
7015019,"[704, 82, 117, 11, 287, 45, 10, 5, 1, 23, 114]",국/탕,일상
6952258,"[149, 1, 9, 13, 25, 5, 3, 10, 7, 34, 38, 2, 11]",메인반찬,일상
6667420,"[280, 5, 1, 38, 5, 10, 262, 4, 1, 97, 19, 38, 10]",메인반찬,손님접대
6997181,"[127, 6, 9, 8, 110, 96]",면/만두,일상
6963906,"[183, 42, 145, 5, 7, 10, 13, 23, 1, 34, 6]",밑반찬,일상
6965582,"[197, 2, 6]",기타,간식
6970396,"[600, 174, 122, 121, 1, 21, 67]",빵,간식
6837658,"[88, 539, 19]",디저트,간식
7013814,"[169, 173, 9, 306]",국/탕,일상
6995190,"[94, 2, 289, 7, 12]",밑반찬,명절
6876474,"[95, 4, 9, 1, 10, 2, 12, 33, 5, 15]",밑반찬,일상
6888766,"[202, 4, 51, 47, 28, 35, 501, 16, 10, 3, 7]",김치/젓갈/장류,일상
6833951,"[103, 88, 14, 28, 75, 15]",양념/소스/잼,
6905093,"[295, 143, 3, 2, 18]",차/음료/술,일상
7010091,"[500, 4, 9, 78, 5, 16, 10, 17, 3, 1, 34]",메인반찬,일상
6899291,"[124, 130, 12, 48, 54, 16, 5, 1, 3, 6]",밥/죽/떡,간식
6967191,"[157, 13, 14, 4, 66, 8, 2, 9, 1]",밑반찬,일상
6914229,"[101, 107, 47, 4, 81, 98, 1, 1, 114, 26, 111, 21, 163, 11, 5]",면/만두,일상
6905218,"[14, 4, 8, 75, 133, 11, 3, 2, 22, 216, 54, 37, 11, 3, 6]",양념/소스/잼,일상
6968144,"[305, 5, 10, 16, 23, 1, 7, 3]",밑반찬,일상
7014031,"[499, 6, 45, 40, 72, 5, 24, 19, 12]",밑반찬,일상
6973394,"[8, 111, 94, 14, 36, 3, 2, 18, 6, 3, 2, 33, 2, 55, 33, 12, 2]",밥/죽/떡,도시락
6946502,"[35, 32, 1, 78, 13, 9, 6]",찌개,일상
7016957,"[704, 14, 4, 8, 82, 145, 12, 20, 24, 58, 45, 47, 30, 9, 86, 6, 9, 5, 1, 10, 7]",면/만두,일상
6840198,"[68, 4, 14, 51, 76, 6, 388]",밥/죽/떡,일상
1640536,"[61, 4, 87, 29, 10, 112, 5, 19]",밑반찬,일상
4096976,"[28, 58, 4, 1, 5, 50, 7, 34, 27]",밑반찬,일상
6892809,"[198, 99, 14, 4, 9, 114, 6, 3, 16, 10, 5]",메인반찬,일상
6930017,"[207, 4, 9, 40, 1, 2, 11, 6]",국/탕,일상
7002716,"[32, 35, 9, 28, 4, 47, 90, 55]",찌개,일상
6861027,"[60, 3, 77, 21, 26, 2, 166, 320, 8]",빵,간식
6916516,"[32, 57, 251, 320, 15, 11, 2, 5, 17, 19]",메인반찬,일상
6836954,"[46, 30, 41, 2, 76, 4, 29, 25, 317, 1, 40, 6, 6, 50, 2]",김치/젓갈/장류,일상
6977568,"[268, 84, 8, 2, 11]",메인반찬,일상
6958964,"[467, 39, 4, 99, 14, 9, 16, 35, 1, 6, 57, 33, 12]",밑반찬,초스피드
6992780,"[193, 10, 5, 6, 1, 2, 33, 12, 15]",밑반찬,일상
6890182,"[273, 5, 6, 13, 25, 76, 91, 97, 1]",김치/젓갈/장류,일상
7005949,"[56, 4, 129, 76, 1, 40, 23, 10, 127, 93, 25, 97, 184]",메인반찬,일상
7004820,"[55, 141, 140, 146, 142, 14, 126, 41, 25, 5, 12, 7]",밥/죽/떡,일상
7009551,"[124, 61, 4, 9, 8, 16, 10, 3, 5, 48, 6]",기타,일상
6989379,"[149, 16, 5, 31, 1, 44, 10]",메인반찬,일상
6982795,"[150, 32, 1, 9, 14, 39, 8, 135, 15, 11, 5, 18, 3]",밑반찬,일상
6908058,"[114, 30, 6, 58, 181, 305, 45, 13, 114, 30, 1, 2, 11, 273, 165, 47, 51, 14, 4, 9, 13]",면/만두,일상
7012097,"[220, 46, 162, 37, 2, 3, 18]",샐러드,일상
6893846,"[32, 42, 157, 4, 22, 103, 471, 38, 12, 15]",밥/죽/떡,
6833343,"[578, 242, 2, 33, 24, 310, 1, 12]",메인반찬,일상
6943516,"[109, 65, 7, 1, 24, 2, 6]",국/탕,초스피드
6948319,"[32, 107, 7, 1, 2, 38]",샐러드,다이어트
6917343,"[410, 41, 25, 45, 3, 2, 18, 5, 2, 1, 23, 104]",국/탕,일상
6840655,"[30, 357, 18, 3, 10, 1, 5, 18, 7, 225, 12]",밑반찬,일상
6972168,"[398, 22, 8, 288, 4, 14, 489, 21, 438, 31, 5, 1, 211, 17, 11]",밥/죽/떡,일상
6937436,"[364, 4, 9, 12, 385, 16, 1, 5]",메인반찬,일상
7012987,"[30, 3, 5]",김치/젓갈/장류,일상
6961126,"[58, 166, 13, 25, 1, 9, 5, 48, 15, 151, 7, 104, 17]",밑반찬,일상
6991781,"[81, 74, 1, 373]",스프,일상
6841584,"[85, 102, 124, 150, 47, 14, 185, 32, 1, 23, 13, 8, 39]",메인반찬,손님접대
6841094,"[200, 62, 53, 23, 4, 13, 78, 16, 5, 3, 17, 1]",메인반찬,손님접대
7024367,"[126, 56, 25, 18, 66, 89, 20, 6, 5, 18, 3]",기타,일상
7012649,"[348, 4, 8, 5, 17, 6, 3]",양식,일상
6849733,"[297, 46, 4, 9, 53, 13, 169]",메인반찬,술안주
6875830,"[36, 4, 2, 10, 3, 43, 5, 1, 18, 12]",밑반찬,일상
6910953,"[237, 6, 16, 3, 5, 10, 23, 12, 61, 8]",밥/죽/떡,초스피드
6936586,"[1, 6, 18, 2, 3, 5]",김치/젓갈/장류,일상
533182,"[343, 9, 10, 5, 1, 7, 3, 17]",메인반찬,일상
3975571,"[95, 9, 25, 16, 86, 5, 1]",밑반찬,일상
6975302,"[598, 2, 35, 1, 34, 7]",밑반찬,일상
6849703,"[8, 2, 18]",기타,간식
7013320,"[303, 46, 4, 14, 175, 11, 223, 105, 6, 232, 21, 101]",스프,
6856689,"[88, 3, 135, 11, 37, 83]",샐러드,간식
6909835,"[202, 150, 1, 116, 9, 4, 51, 29, 115, 2, 11, 21, 17, 216, 269, 21, 73, 3, 11, 17]",양식,일상
6875551,"[9, 143, 6, 5, 3, 18, 45]",밑반찬,일상
7014694,"[22, 196, 212, 4, 8, 6, 5, 3, 18]",밥/죽/떡,초스피드
7016205,"[241, 55, 3, 2, 6, 6, 6, 80, 6, 2]",밥/죽/떡,명절
6938340,"[8, 26, 28, 108, 56, 1, 94, 79, 2, 11]",양식,일상
2403463,"[32, 2, 71, 78, 195, 72, 45, 3, 5, 1, 2, 91, 179]",밑반찬,일상
6619936,"[506, 35, 55, 58, 96, 1]",국/탕,일상
6960117,"[157, 8, 1, 16, 5, 3, 7]",밥/죽/떡,일상
6975875,"[8, 14, 84, 133, 209, 53, 118, 132, 37, 2, 15, 7, 12]",기타,다이어트
6908116,"[109, 157, 1, 24, 7, 2]",국/탕,일상
7019648,"[30, 2, 112, 1, 7, 12]",밑반찬,명절
6995406,"[63, 8, 21, 3]",빵,간식
6962966,"[36, 109, 13, 13, 92, 24, 2, 3, 18, 12, 1, 6]",국/탕,일상
6886489,"[102, 9, 2, 7, 34]",밑반찬,일상
6968952,"[62, 42, 9, 154, 10, 1, 24, 64]",국/탕,일상
6831016,"[32, 102, 99, 14, 4, 66]",밑반찬,일상
6894370,"[28, 4, 15, 2]",밑반찬,일상
6939176,"[55, 95, 15, 9, 5, 5, 9, 13, 1, 10, 34, 7]",밥/죽/떡,일상
6967721,"[193, 18, 5, 18, 3, 6, 50, 97]",밑반찬,일상
7015252,"[197, 6]",디저트,간식
6910862,"[3, 5, 7, 4, 51, 14, 144, 13, 250, 2, 104]",면/만두,일상
6874933,"[348, 4, 8, 22, 45, 5, 3, 6, 41]",밥/죽/떡,
6924404,"[393, 300, 8, 3]",디저트,다이어트
6952065,"[62, 8, 358, 71, 81, 139, 10, 19, 3, 5, 18]",면/만두,일상
6911279,"[294, 82, 32, 4, 25, 13, 9, 58, 55, 1, 10]",찌개,일상
6913305,"[36, 49, 9, 10, 80, 1, 43, 20, 3, 2, 12]",김치/젓갈/장류,일상
6847999,"[99, 71, 28, 32, 13, 16, 10, 24, 1]",찌개,일상
6986662,"[62, 9, 69, 24, 1]",국/탕,일상
6667984,"[694, 4, 9, 40, 1, 217, 11, 5, 3, 33, 52, 45]",밑반찬,일상
7026372,"[149, 22, 41, 82, 33, 31, 5, 3, 11]",밥/죽/떡,일상
6977691,"[555, 661, 8, 2, 15, 33]",메인반찬,일상
7020774,"[512, 9, 279, 84, 8, 14, 2, 5, 7, 12]",밑반찬,초스피드
6879137,"[118, 22, 42, 4, 41, 8, 15, 16, 3, 33, 38, 6]",밥/죽/떡,일상
6832868,"[143, 498, 213, 3, 2, 190]",차/음료/술,간식
6914895,"[131, 61, 4, 14, 1, 10, 5, 17, 19, 3, 31, 7, 12, 11, 6, 72]",밑반찬,일상
6995012,"[136, 1, 9, 35, 412, 7, 43, 35, 1, 43, 7, 9, 412]",밑반찬,일상
6903613,"[32, 28, 4, 13, 51, 9, 293, 35, 1, 10]",찌개,일상
6961745,"[95, 9, 93, 19, 1, 10, 161, 31, 13, 12]",밑반찬,일상
6975866,"[173, 237, 4, 9, 8, 69, 24, 1, 2, 177, 7, 38]",국/탕,일상
6358479,"[100, 505, 230, 8, 7, 11, 10, 9, 1, 24, 2, 58, 45, 9]",국/탕,일상
6844685,"[245, 37, 34, 7, 5, 16, 3, 10, 27, 43, 1]",밑반찬,일상
6974305,"[85, 53, 9, 15, 5, 10, 17, 1, 3, 23, 172, 20, 7, 11]",메인반찬,일상
1258357,"[101, 2, 27, 4, 70, 56, 9, 1, 5, 52, 6, 31, 48, 10]",면/만두,일상
6867498,"[589, 162, 112, 5, 3, 48, 17]",밑반찬,일상
6996946,"[61, 4, 9, 5, 10, 19, 12, 6]",밑반찬,일상
6942436,"[271, 181, 2, 20, 2, 9, 13, 6, 45, 58, 47, 10, 1, 35]",국/탕,일상
6983870,"[111, 56, 9, 8, 4, 2, 11, 31, 15, 22]",밥/죽/떡,일상
7009174,"[130, 8, 14, 41, 2, 66, 112]",밑반찬,일상
6982931,"[36, 44, 5, 16, 10, 7, 12]",밑반찬,초스피드
6890355,"[103, 68, 28, 4, 99, 14, 2, 11, 33, 22, 348]",밥/죽/떡,일상
6982197,"[131, 61, 7, 12, 15, 5, 31, 17, 19, 6]",밑반찬,일상
7018363,"[22, 283, 4, 14, 51, 9, 15, 10, 16, 5, 3, 1, 153, 7, 2]",밥/죽/떡,일상
6987309,"[461, 2, 35, 7, 12]",밑반찬,일상
6977225,"[41, 39, 6, 10, 50, 20, 3, 1, 34]",김치/젓갈/장류,일상
6946693,"[30, 61, 69, 1, 24]",국/탕,일상
1680438,"[32, 30, 23, 1, 2]",국/탕,일상
6845538,"[148, 22, 65, 8, 204, 7, 12]",밥/죽/떡,초스피드
6867036,"[575, 84, 139, 70, 21, 37, 189, 228, 59, 11]",빵,일상
6844602,"[130, 2]",메인반찬,일상
6948001,"[178, 2, 6, 10, 64, 1, 50, 20, 12]",김치/젓갈/장류,초스피드
6882737,"[384, 165, 4, 13, 9, 78, 219, 528, 5, 106, 16, 10, 106, 1, 40, 30, 4, 426, 58, 6, 333, 6, 5, 18, 3, 6, 2, 6]",찌개,일상
6951253,"[109, 15, 3, 44, 194, 6]",밑반찬,초스피드
4545652,"[520, 277, 82, 208, 341, 6, 5, 3, 1, 17, 33, 24, 33, 1]",밥/죽/떡,일상
6927935,"[8, 71, 4, 79, 20, 2, 54]",밑반찬,일상
6970939,"[94, 14, 9, 24, 1, 7, 2, 12, 2]",밑반찬,일상
6723085,"[36, 4, 12, 10, 1, 2, 7]",밑반찬,일상
6878740,"[305, 30, 9, 58, 24, 64, 1]",국/탕,일상
6878635,"[40, 3]",기타,간식
6948649,"[32, 4, 9, 13, 25, 10, 5, 1, 3, 7, 12, 6]",밑반찬,일상
7018639,"[221, 30, 9, 4, 13, 6, 10, 35, 5, 3, 43, 20, 1, 91, 11]",찌개,일상
4697045,"[63, 122, 8, 116, 67, 161]",빵,간식
6124565,"[8, 63, 4, 14, 46, 442, 2, 37, 83, 54]",빵,간식
7013995,"[85, 364, 4, 13, 25, 14, 9, 17, 20, 5, 225, 16, 10, 177, 38, 33, 1, 7, 12]",메인반찬,일상
6830467,"[213, 26, 19]",차/음료/술,간식
7021483,"[14, 27, 83, 59, 3, 2]",샐러드,다이어트
6980378,"[28, 69, 9, 13, 24, 2, 177, 38]",국/탕,일상
6952404,"[295, 3, 6]",디저트,간식
6930023,"[66, 6, 85, 42, 42, 13]",퓨전,술안주
6847019,"[142, 8, 58, 23, 45, 5, 23, 1]",국/탕,일상
6913772,"[42, 62, 6, 22, 24, 3, 23, 33]",밥/죽/떡,일상
6905937,"[81, 95, 51, 4, 71, 14, 27, 121, 2]",양식,일상
6916268,"[65, 28, 14, 94, 2, 38, 15, 21, 3, 4]",양식,일상
6829308,"[237, 6, 10, 16, 9, 5, 3]",밥/죽/떡,간식
7011233,"[63, 92, 56, 196, 573, 79, 147, 2, 11]",빵,간식
6845454,"[101, 4, 74, 26, 110]",면/만두,야식
5056573,"[119, 46, 46, 4, 13, 25, 66, 6, 2]",디저트,다이어트
7001554,"[8, 46, 36, 2, 76, 37, 167, 2, 11, 252, 423]",빵,간식
6847484,"[85, 9, 4, 16, 16, 1, 3, 12, 27, 234]",메인반찬,일상
6978321,"[132, 8, 2, 32, 5, 61, 7, 104, 14, 5]",기타,도시락
6886411,"[307, 35, 6, 45, 30, 674]",국/탕,일상
7017374,"[94, 24, 7, 34, 135, 2]",밑반찬,일상
6870578,"[635, 1, 131, 5, 3, 48, 34]",밑반찬,일상
6907912,"[107, 76, 253, 8, 205, 199, 37, 12, 44, 59, 2, 26]",샐러드,일상
6996652,"[81, 8, 9, 31, 5, 38]",밑반찬,간식
6898192,"[5, 52, 7, 11, 1, 40, 50, 19, 680, 364, 9, 53]",메인반찬,일상
6849089,"[196, 89, 32, 56, 614, 29, 213, 1, 21, 73, 137, 422, 411, 167, 44, 59, 2, 11]",기타,기타
6895381,"[62, 2, 9, 14, 2, 12, 7]",밑반찬,일상
6916219,"[8, 180, 397, 83, 37, 2, 11]",디저트,간식
6924968,"[451, 428, 40, 6, 186, 199]",차/음료/술,명절
6894082,"[109, 36, 4, 12, 25, 24, 3, 2, 6, 1, 43]",국/탕,일상
6928075,"[32, 75, 4, 14, 8, 78]",밑반찬,일상
6979556,"[30, 1, 33, 9, 12, 2]",밑반찬,일상
6967087,"[58, 15, 5, 17, 19, 3, 7, 12]",밑반찬,일상
6965305,"[70, 36, 4, 96, 35, 43, 192, 1, 33]",밑반찬,일상
6997666,"[88, 122, 116, 8, 15, 54, 83]",기타,간식
6903528,"[101, 56, 74, 92, 73, 121, 1, 2, 27]",면/만두,초스피드
6979709,"[203, 7, 12, 23, 4, 37, 228]",메인반찬,술안주
6978077,"[280, 32, 4, 9, 55, 64, 10, 1, 16]",찌개,일상
2803587,"[8, 36, 75, 137, 37, 83, 2, 38]",디저트,손님접대
6877103,"[113, 314, 65, 94, 14, 4, 90, 5, 3, 1, 172, 23, 7, 11, 5, 5, 3, 17, 7, 34]",메인반찬,명절
6897519,"[208, 85, 16, 10, 3, 4, 1, 15, 19, 5, 7, 62]",메인반찬,일상
6908101,"[300, 8, 26, 15, 241]",빵,간식
6853008,"[70, 49, 30, 29, 4, 2, 190, 18, 50, 19, 10, 20, 257, 1, 91]",김치/젓갈/장류,일상
6976461,"[208, 4, 9, 129, 5, 3, 17, 1, 7, 12, 11]",메인반찬,일상
6854490,"[75, 78, 4, 14, 13, 9, 5, 19, 50, 2, 11]",밥/죽/떡,일상
6996629,"[55, 160, 30, 29, 6, 7, 12, 5, 106, 7, 34, 1, 126]",밥/죽/떡,일상
6967849,"[245, 37, 5, 17, 19, 1, 3, 6, 11, 7, 12]",밑반찬,일상
7019001,"[5, 27, 3, 18, 1, 11]",샐러드,일상
6998590,"[22, 118, 8, 2, 11, 13, 51, 14]",밥/죽/떡,일상
6882625,"[55, 45, 35, 227, 10, 32, 28, 4, 114, 9, 92]",찌개,일상
6988516,"[63, 147, 164, 229, 3]",빵,간식
7013518,"[221, 30, 4, 9, 13, 6, 5, 10, 35, 3, 43, 17, 20, 1, 91, 11]",찌개,일상
6933496,"[124, 10, 5, 3, 7, 12, 23]",밥/죽/떡,일상
7010958,"[300, 26, 8, 15, 2, 67]",빵,간식
6896756,"[100, 81, 28, 4, 14, 1, 105, 29, 54]",찌개,일상
6929231,"[68, 42, 4, 32, 173, 20, 227, 7, 338]",찌개,일상
7001390,"[85, 89, 103, 1, 15]",기타,간식
6893793,"[22, 196, 203, 8, 148, 1, 7, 145, 12]",밥/죽/떡,일상
7023927,"[109, 306, 7, 1, 24, 20, 6]",국/탕,일상
6940308,"[22, 8, 1, 9, 15, 2, 38]",밥/죽/떡,초스피드
6634587,"[575, 75, 98, 79]",빵,일상
6964740,"[22, 198, 14, 4, 9, 70, 25, 15, 2, 10, 16, 5, 3, 19, 153, 7, 12, 38]",메인반찬,일상
6950086,"[68, 42, 9, 7, 4, 12, 1, 5, 3, 10, 6]",메인반찬,술안주
6851316,"[28, 14, 29, 8, 31, 22]",밥/죽/떡,초스피드
6969834,"[277, 23, 35, 24, 1, 33, 69, 20, 96]",밑반찬,일상
6977509,"[42, 68, 55, 35, 10, 1, 24, 64]",찌개,일상
6895988,"[273, 4, 45, 6, 78, 10, 177, 2, 1, 23, 17]",국/탕,초스피드
6956720,"[41, 117, 20, 192, 43, 10, 1, 12, 7]",밑반찬,일상
1855819,"[113, 49, 39, 6, 15, 46, 53, 14, 4, 5, 3, 34, 7, 16, 3, 18, 270, 48, 12, 1]",면/만두,간식
6951131,"[36, 30, 6, 3, 18, 395, 105, 2]",밑반찬,일상
6874456,"[49, 7, 43, 5, 34, 10]",밑반찬,초스피드
6949149,"[32, 4, 5, 1, 41, 13, 25, 10, 6, 7, 12, 15]",밑반찬,일상
6968214,"[155, 2, 3, 156, 8, 21, 6, 26]",빵,간식
6961208,"[176, 88, 417, 100, 36, 76, 53, 134, 167, 83, 44]",퓨전,다이어트
6831073,"[203, 117, 53, 36, 22, 37]",밥/죽/떡,초스피드
6882643,"[65, 109, 7, 1, 23, 24, 6]",국/탕,일상
6925740,"[109, 319, 7, 24, 2, 55]",국/탕,일상
6853950,"[131, 39, 41, 25, 1, 5, 10, 50, 34, 33]",밑반찬,일상
6931049,"[36, 4, 9, 1, 10, 5, 18, 3, 2, 33, 12]",밑반찬,일상
6836599,"[198, 14, 4, 9, 90, 1, 11, 5, 24, 3, 225, 43]",메인반찬,일상
6846954,"[334, 204]",메인반찬,일상
6966146,"[180, 1, 43, 19, 10, 12, 7]",밑반찬,일상
6888374,"[90, 4, 14, 6, 103, 26, 21, 22, 8]",밥/죽/떡,초스피드
6973444,"[88, 19, 6, 162]",기타,간식
6987397,"[203, 101, 2, 27, 1, 51, 17, 352]",양식,일상
4881348,"[41, 25, 13, 275, 56, 165, 8, 57, 66]",메인반찬,일상
6999012,"[53, 4, 14, 13, 25, 41, 5, 20, 10, 1, 3, 6, 34, 6, 18]",밑반찬,일상
6898545,"[39, 26, 8, 21, 3]",양념/소스/잼,초스피드
1024574,"[308, 15, 9, 2, 1, 7, 2, 38, 34]",밑반찬,명절
6940528,"[65, 5, 4, 3, 1, 9, 38, 7]",메인반찬,일상
6887901,"[65, 109, 7, 1, 24, 20]",국/탕,
6913152,"[9, 15, 3, 18, 5, 83, 7]",양념/소스/잼,일상
6949178,"[8, 130, 71, 4, 81, 94, 26, 108, 79, 67, 2, 27]",양식,손님접대
6928949,"[65, 4, 14, 136, 9, 78, 113, 76, 5, 3, 1, 11, 20, 7, 6]",밥/죽/떡,일상
6991987,"[727, 14, 51, 95, 29, 653, 143, 228, 182, 93, 52]",메인반찬,일상
7017595,"[118, 8, 71, 14, 4, 66, 2, 15]",밑반찬,일상
6928174,"[4, 1, 56, 101, 2, 11, 27, 94, 26, 73, 108]",면/만두,일상
7020548,"[47, 131, 25, 4, 5, 20, 17, 48, 1, 11]",밑반찬,일상
6983031,"[335, 349, 8]",과자,간식
6948107,"[398, 22, 31, 5, 12, 11, 180, 8]",밥/죽/떡,일상
6920089,"[109, 4, 14, 1, 34, 2]",밑반찬,일상
6916143,"[68, 4, 99, 28, 16, 5, 2]",,
7007710,"[32, 9, 5, 31, 19, 8, 33, 34]",밥/죽/떡,다이어트
2562641,"[28, 45, 9, 4, 99, 1]",국/탕,일상
6966091,"[503, 5, 43, 33, 117, 12]",면/만두,초스피드
6986106,"[42, 22, 15, 9, 3, 5, 10, 7, 42, 22, 118, 3, 5, 10, 7, 174, 15, 8]",밥/죽/떡,일상
6948567,"[51, 8, 39, 2, 38]",밑반찬,일상
6992098,"[22, 161, 5, 16, 3, 7, 145]",밥/죽/떡,일상
6967181,"[84, 28, 37, 2, 39, 8, 116]",기타,간식
6989911,"[141, 80, 565, 2, 261, 362, 199, 6]",밥/죽/떡,일상
6918357,"[90, 4, 29, 15, 2, 12]",밑반찬,초스피드
7024113,"[109, 191, 7, 17, 1, 55, 24, 96]",국/탕,기타
6941850,"[68, 65, 32, 4, 14, 23, 314, 11, 2, 66, 8]",메인반찬,명절
6853284,"[360, 28, 62, 49, 97, 35, 16, 5, 1, 10, 3, 33]",메인반찬,술안주
6852016,"[85, 9, 89, 66, 38, 8, 6, 15, 2, 5, 7]",밑반찬,일상
6864917,[8],,
6966851,"[109, 9, 5, 7, 1, 12, 11]",밑반찬,일상
6970889,"[303, 89, 89, 116, 26, 2, 11]",메인반찬,손님접대
6951668,"[384, 30, 62, 32, 11, 6, 10, 262, 135, 177, 64, 1, 20, 5, 86, 35]",찌개,일상
6959849,"[368, 10, 48, 3, 2, 1, 20, 12]",밑반찬,일상
6929843,"[42, 16, 10, 3, 119, 7, 12, 144, 8]",면/만두,일상
6969895,"[32, 9, 114, 5, 3, 1, 10, 106, 33, 34]",밑반찬,일상
7000547,"[106, 124, 61, 16, 5, 1, 43, 192]",기타,간식
6937766,"[384, 391, 4, 126, 62, 13, 10, 3, 1, 50, 17, 5, 2, 97, 11]",메인반찬,일상
6959905,"[174, 87, 4, 1, 6, 54, 5, 3, 17, 91]",밑반찬,일상
7007494,"[62, 42, 150, 42, 6, 66]",밑반찬,일상
6899211,"[101, 200, 1, 27, 13, 2, 227]",면/만두,일상
6838819,"[209, 13, 104, 91, 6, 93, 3, 7]",밑반찬,일상
6973386,"[127, 61, 23, 8, 1]",면/만두,초스피드
6987386,"[53, 2, 97, 6, 5, 10, 48, 50, 1, 12, 41]",밑반찬,일상
6911814,"[123, 8, 1, 26, 11, 135, 89, 39]",메인반찬,야식
6855057,"[185, 5, 34, 7, 102, 5, 34, 7, 58, 13, 5, 43, 10, 34, 7, 1, 68, 70, 25, 5, 43, 6, 1, 34, 7]",기타,일상
7003461,"[30, 10, 3, 18, 5, 20, 2, 12]",밑반찬,일상
5745258,"[60, 159, 125, 21, 8, 2, 134, 8, 21, 3, 73]",과자,간식
6928635,"[123, 28, 14, 4, 13, 336, 105, 1, 5, 3, 11, 218, 12]",메인반찬,일상
7006155,"[85, 4, 14, 46, 13, 16, 10, 5, 1, 192, 43, 296]",메인반찬,일상
6984952,"[121, 8, 130, 74, 29, 4, 115, 79, 567, 1, 27, 2, 11, 3]",양식,일상
6937633,"[134, 535, 166, 628, 292]",디저트,일상
6902693,[137],기타,일상
7007884,"[39, 8, 2, 15, 287, 28, 9, 51]",국/탕,일상
6913213,"[136, 4, 45, 39, 10, 1, 20, 43]",김치/젓갈/장류,일상
7025309,"[36, 49, 14, 4, 10, 20, 1, 184, 3, 6, 12, 2, 6]",밑반찬,일상
4520223,"[72, 8, 3, 39, 77, 218, 26, 261]",빵,일상
6966449,"[88, 3, 19]",기타,간식
6987604,"[230, 96, 55, 45, 33, 12, 24, 1, 7]",밑반찬,일상
6936327,[88],디저트,일상
3393342,"[433, 39, 21, 3, 26, 2, 190]",과자,간식
6983977,"[55, 620, 6, 26, 2, 162]",밥/죽/떡,일상
6987524,"[62, 106, 30, 9, 25, 13, 64, 24, 11]",국/탕,일상
6996554,"[246, 6, 526, 51, 4, 28, 9, 1, 2, 20, 10, 5, 5, 1, 9, 13, 12, 7]",면/만두,일상
5623682,"[340, 24, 7, 34, 185, 1, 24, 33, 12]",밑반찬,일상
4505801,"[32, 1, 4, 2, 38, 5, 16, 19, 7, 11, 6]",밑반찬,일상
6974322,"[85, 52, 15, 21, 16, 5, 10, 48, 1, 40, 6]",메인반찬,일상
7009210,"[95, 2, 57, 29, 29, 4, 3, 5, 18, 6, 57, 6]",메인반찬,일상
6887857,"[6, 42, 62, 5, 1, 23, 2, 45, 58]",국/탕,해장
6988639,"[22, 132, 288, 180, 5, 2, 7, 59, 168]",밥/죽/떡,도시락
7014910,"[357, 30, 2, 3, 18, 24, 3, 1, 9, 34]",밑반찬,일상
5854648,"[221, 4, 5, 10, 23, 50, 1, 40, 52]",메인반찬,일상
6956554,"[82, 157, 111, 4, 9, 13, 1, 31, 293, 20, 42, 7, 64, 6]",찌개,일상
